date,new_cases,new_deaths,new_recoveries,total_cases,total_deaths,total_recoveries,active_cases,tests_conducted,positivity_rate,vaccinations_daily
2022-10-24,254748,857,242010,415912309,2490583,395116694,18305031,2590019,10.24,0
2022-10-25,250162,840,237654,416162472,2491424,395354349,18316699,3148992,8.85,73963
2022-10-26,248963,835,236515,416411436,2492259,395590864,18328312,1948130,7.53,0
2022-10-27,237782,796,225893,416649218,2493056,395816757,18339404,2028405,7.79,45573
2022-10-28,243803,815,231613,416893022,2493871,396048371,18350779,3398849,12.87,0
2022-10-29,234977,784,223228,417127999,2494655,396271599,18361744,3398848,6.94,42500
2022-10-30,241154,803,229097,417369154,2495459,396500697,18372998,3358222,16.02,42451
2022-10-31,224138,745,212931,417593292,2496204,396713628,18383459,2060833,7.27,27865
2022-11-01,233086,774,221432,417826379,2496979,396935060,18394339,2984357,6.8,0
2022-11-02,222236,736,211124,418048615,2497715,397146184,18404714,2169769,14.77,20746
2022-11-03,214847,711,204104,418263462,2498427,397350289,18414746,2143187,8.18,0
2022-11-04,212561,702,201933,418476023,2499129,397552222,18424671,1497877,18.51,0
2022-11-05,210274,693,199760,418686298,2499823,397751983,18434491,2294367,11.04,59189
2022-11-06,210911,694,200366,418897210,2500518,397952349,18444342,1447141,9.84,47377
2022-11-07,208339,685,197922,419105549,2501203,398150272,18454074,1732479,9.25,8129
2022-11-08,199811,655,189821,419305361,2501859,398340093,18463409,2707512,6.96,0
2022-11-09,199534,653,189557,419504896,2502513,398529651,18472731,1410858,8.53,39316
2022-11-10,207364,678,196995,419712260,2503191,398726647,18482421,1184377,10.19,7844
2022-11-11,202308,660,192193,419914569,2503852,398918840,18491876,1151152,7.64,0
2022-11-12,192892,629,183248,420107462,2504481,399102089,18500891,2779172,6.89,45693
2022-11-13,187963,611,178565,420295426,2505093,399280654,18509678,1892646,19.15,5199
2022-11-14,185459,602,176186,420480885,2505696,399456840,18518348,1686587,6.75,66385
2022-11-15,185034,600,175782,420665919,2506296,399632623,18526999,2425580,17.06,0
2022-11-16,173984,563,165285,420839904,2506860,399797909,18535135,2324132,7.61,0
2022-11-17,174966,565,166218,421014871,2507425,399964127,18543317,1456058,12.82,19790
2022-11-18,165089,533,156835,421179961,2507958,400120963,18551039,1970542,15.82,20278
2022-11-19,172632,556,164000,421352593,2508515,400284963,18559114,2194367,10.64,0
2022-11-20,171099,550,162544,421523693,2509065,400447508,18567118,1975606,8.74,0
2022-11-21,162700,522,154565,421686394,2509588,400602074,18574731,1060149,11.35,143070
2022-11-22,170264,546,161751,421856658,2510134,400763825,18582698,2342637,18.03,0
2022-11-23,153568,491,145890,422010226,2510626,400909715,18589885,1595722,9.1,41611
2022-11-24,149704,478,142218,422159931,2511104,401051934,18596891,1171392,7.13,0
2022-11-25,155502,496,147727,422315433,2511601,401199661,18604170,1438752,11.32,0
2022-11-26,156995,500,149146,422472429,2512101,401348807,18611520,843964,13.96,0
2022-11-27,157586,501,149707,422630015,2512602,401498515,18618898,989433,10.61,0
2022-11-28,144305,458,137089,422774320,2513060,401635604,18625655,1826248,18.24,0
2022-11-29,149452,473,141979,422923773,2513534,401777584,18632654,747278,7.57,0
2022-11-30,141352,447,134284,423065125,2513981,401911868,18639274,1295584,7.54,17494
2022-12-01,138194,436,131284,423203319,2514418,402043153,18645747,1413048,9.19,0
2022-12-02,141015,444,133964,423344334,2514863,402177117,18652353,782118,11.72,0
2022-12-03,137425,432,130553,423481759,2515295,402307671,18658792,2024377,7.69,28290
2022-12-04,123875,389,117681,423605634,2515685,402425352,18664596,899489,9.48,0
2022-12-05,136760,429,129922,423742395,2516114,402555275,18671005,1099829,7.54,0
2022-12-06,133926,419,127230,423876322,2516534,402682506,18677282,1076695,8.84,40659
2022-12-07,121574,380,115495,423997896,2516914,402798001,18682980,888000,7.79,28962
2022-12-08,124384,388,118165,424122281,2517302,402916167,18688811,623755,9.1,654
2022-12-09,122606,382,116476,424244887,2517684,403032643,18694559,1507255,10.94,0
2022-12-10,119197,370,113237,424364085,2518055,403145881,18700148,1748448,6.86,0
2022-12-11,112928,350,107282,424477014,2518406,403253163,18705443,817936,9.61,0
2022-12-12,110135,341,104629,424587150,2518748,403357792,18710609,1280931,9.05,0
2022-12-13,111207,344,105646,424698357,2519092,403463439,18715825,1381079,13.88,0
2022-12-14,115067,355,109314,424813424,2519448,403572753,18721222,1551598,8.88,35656
2022-12-15,109818,338,104327,424923243,2519787,403677080,18726374,1013214,9.33,74331
2022-12-16,103171,317,98012,425026414,2520105,403775093,18731215,828392,14.6,0
2022-12-17,106834,328,101492,425133248,2520434,403876585,18736228,881696,17.87,40646
2022-12-18,86711,266,82376,425219960,2520700,403958962,18740297,1051487,9.06,0
2022-12-19,104704,321,99469,425324665,2521021,404058431,18745211,1378733,7.91,35657
2022-12-20,88296,270,83881,425412961,2521291,404142313,18749356,601841,9.77,0
2022-12-21,93244,284,88581,425506205,2521576,404230895,18753733,812101,13.76,17921
2022-12-22,87546,267,83169,425593752,2521843,404314064,18757843,1227349,8.57,0
2022-12-23,84787,258,80547,425678539,2522101,404394612,18761825,1107908,17.24,68449
2022-12-24,95207,289,90447,425773746,2522391,404485059,18766295,1413696,10.62,0
2022-12-25,85234,258,80972,425858981,2522650,404566032,18770298,1069054,15.07,33689
2022-12-26,87502,265,83127,425946483,2522915,404649159,18774408,781567,14.61,0
2022-12-27,83758,253,79570,426030242,2523168,404728730,18778343,913505,14.24,0
2022-12-28,84628,255,80397,426114871,2523424,404809127,18782319,982552,11.28,0
2022-12-29,80904,243,76859,426195775,2523668,404885987,18786120,467995,18.14,0
2022-12-30,72408,217,68787,426268184,2523886,404954775,18789522,756303,11.14,1329
2022-12-31,82133,246,78027,426350318,2524133,405032802,18793382,993263,9.88,0
2023-01-01,73039,219,69387,426423357,2524352,405102189,18796815,487406,10.17,13995
2023-01-02,66106,198,62801,426489464,2524550,405164990,18799922,846581,11.33,6109
2023-01-03,70156,209,66648,426559620,2524760,405231639,18803220,760331,7.47,41736
2023-01-04,78233,233,74321,426637853,2524993,405305960,18806899,1136118,15.5,47965
2023-01-05,73438,218,69766,426711291,2525212,405375727,18810352,398347,9.94,0
2023-01-06,65927,196,62631,426777219,2525408,405438358,18813452,504562,17.79,45138
2023-01-07,64433,191,61211,426841652,2525600,405499570,18816482,709767,17.51,0
2023-01-08,63104,187,59949,426904757,2525787,405559519,18819450,502667,9.31,31007
2023-01-09,73654,218,69972,426978412,2526005,405629491,18822915,894482,9.38,32560
2023-01-10,63763,188,60575,427042175,2526193,405690067,18825915,802784,7.26,0
2023-01-11,62610,184,59480,427104786,2526378,405749547,18828860,377240,9.45,6142
2023-01-12,64243,189,61030,427169029,2526567,405810578,18831883,651331,6.85,0
2023-01-13,58940,173,55993,427227970,2526740,405866571,18834657,594644,18.23,0
2023-01-14,55129,161,52373,427283100,2526902,405918945,18837252,479233,16.72,68924
2023-01-15,54145,158,51438,427337245,2527061,405970383,18839800,775860,18.38,0
2023-01-16,53494,156,50819,427390739,2527218,406021202,18842318,710138,14.59,0
2023-01-17,52414,153,49793,427443153,2527371,406070996,18844786,627508,9.6,5061
2023-01-18,55009,160,52258,427498163,2527531,406123255,18847376,667994,8.73,35523
2023-01-19,50424,146,47903,427548587,2527678,406171158,18849750,484940,18.33,0
2023-01-20,52643,153,50011,427601231,2527831,406221169,18852230,748064,6.92,59498
2023-01-21,47414,137,45044,427648646,2527969,406266213,18854463,566414,7.45,27698
2023-01-22,47071,136,44717,427695717,2528105,406310931,18856680,578495,12.55,0
2023-01-23,35568,102,33789,427731285,2528208,406344721,18858355,484328,17.33,0
2023-01-24,49043,141,46591,427780328,2528349,406391312,18860666,379630,14.93,0
2023-01-25,45117,130,42861,427825446,2528479,406434174,18862792,589721,15.95,25001
2023-01-26,47319,136,44953,427872766,2528616,406479128,18865022,328986,16.04,0
2023-01-27,26813,77,25472,427899580,2528693,406504601,18866285,226665,9.82,128430
2023-01-28,50722,145,48185,427950302,2528838,406552786,18868676,423838,13.41,27505
2023-01-29,38587,110,36658,427988889,2528949,406589445,18870495,570528,11.65,8372
2023-01-30,43851,125,41659,428032741,2529074,406631104,18872562,594866,6.71,59982
2023-01-31,32156,91,30548,428064897,2529166,406661652,18874078,386250,8.44,118062
2023-02-01,39483,112,37509,428104381,2529278,406699162,18875940,484488,6.9,44394
2023-02-02,30236,86,28724,428134617,2529364,406727886,18877366,321128,15.56,48274
2023-02-03,31486,89,29912,428166103,2529454,406757798,18878850,455635,11.34,7346
2023-02-04,43295,122,41131,428209399,2529576,406798929,18880893,431339,9.48,0
2023-02-05,31911,90,30315,428241311,2529667,406829245,18882398,280983,17.34,0
2023-02-06,33108,93,31453,428274419,2529760,406860698,18883960,219522,19.83,0
2023-02-07,35546,100,33769,428309966,2529861,406894467,18885637,457201,8.54,0
2023-02-08,32866,92,31223,428342833,2529953,406925691,18887187,405722,8.76,0
2023-02-09,30349,85,28832,428373183,2530038,406954523,18888620,268401,10.98,0
2023-02-10,30649,86,29116,428403832,2530125,406983640,18890066,160967,10.1,0
2023-02-11,40084,112,38080,428443916,2530237,407021721,18891958,536732,10.92,10198
2023-02-12,27039,75,25687,428470956,2530312,407047408,18893234,138283,19.08,0
2023-02-13,27608,77,26228,428498565,2530390,407073636,18894538,332326,11.97,7965
2023-02-14,31148,86,29591,428529713,2530476,407103227,18896008,457963,14.77,0
2023-02-15,30730,85,29194,428560444,2530562,407132421,18897459,288148,16.71,154428
2023-02-16,30461,84,28938,428590905,2530647,407161360,18898898,223882,6.86,68575
2023-02-17,27058,75,25705,428617963,2530722,407187065,18900175,326015,9.1,0
2023-02-18,17502,48,16627,428635466,2530770,407203693,18901002,230534,8.14,12182
2023-02-19,30753,85,29215,428666219,2530855,407232908,18902455,321810,12.26,0
2023-02-20,16236,44,15425,428682456,2530900,407248333,18903222,238200,11.2,0
2023-02-21,22878,63,21734,428705334,2530963,407270068,18904303,126214,13.57,0
2023-02-22,17004,46,16154,428722339,2531010,407286222,18905106,170864,16.75,22092
2023-02-23,19880,54,18886,428742219,2531064,407305108,18906046,242230,14.73,0
2023-02-24,21282,58,20218,428763502,2531123,407325327,18907051,290007,7.71,48847
2023-02-25,20697,56,19662,428784199,2531179,407344989,18908030,140586,8.49,50132
2023-02-26,20664,56,19631,428804864,2531236,407364620,18909006,268636,9.55,69126
2023-02-27,26100,71,24795,428830964,2531307,407389416,18910240,274761,10.26,0
2023-02-28,19789,53,18799,428850753,2531361,407408216,18911176,177422,7.03,24175
2023-03-01,15802,42,15012,428866556,2531404,407423228,18911923,99829,17.46,32018
2023-03-02,21358,57,20290,428887915,2531462,407443519,18912933,291605,12.81,0
2023-03-03,22011,59,20910,428909926,2531522,407464430,18913974,144675,11.77,0
2023-03-04,9463,25,8990,428919390,2531547,407473420,18914421,76636,7.8,80839
2023-03-05,18138,48,17231,428937528,2531596,407490652,18915279,143298,6.7,11728
2023-03-06,18217,49,17306,428955745,2531645,407507958,18916141,249834,13.5,32142
2023-03-07,12794,34,12155,428968540,2531680,407520113,18916746,150046,7.28,0
2023-03-08,20743,55,19706,428989284,2531736,407539819,18917728,268976,7.52,0
2023-03-09,12707,34,12072,429001991,2531770,407551892,18918329,95364,13.8,0
2023-03-10,13688,36,13004,429015680,2531806,407564896,18918977,153979,11.12,0
2023-03-11,11808,31,11218,429027488,2531838,407576114,18919535,126558,10.99,0
2023-03-12,12374,33,11756,429039863,2531871,407587870,18920121,164937,6.76,0
2023-03-13,6448,17,6126,429046312,2531888,407593996,18920426,90672,14.69,0
2023-03-14,4372,11,4153,429050684,2531900,407598150,18920633,22392,7.7,0
2023-03-15,19196,50,18236,429069881,2531951,407616387,18921542,225372,11.99,33811
2023-03-16,6650,17,6317,429076531,2531968,407622704,18921857,36698,8.12,30447
2023-03-17,5597,14,5317,429082129,2531983,407628022,18922122,58713,10.87,0
2023-03-18,0,0,0,429082129,2531983,407628022,18922122,0,,0
2023-03-19,6725,17,6389,429088855,2532001,407634412,18922441,54261,7.5,0
2023-03-20,3000,7,2850,429091855,2532009,407637262,18922583,25594,7.67,0
2023-03-21,17529,46,16653,429109385,2532055,407653916,18923413,196561,7.32,32449
2023-03-22,14080,36,13376,429123466,2532092,407667292,18924080,117439,17.87,46629
2023-03-23,5310,13,5044,429128776,2532106,407672337,18924332,65460,8.39,0
2023-03-24,19740,51,18753,429148516,2532158,407691091,18925267,178558,15.63,0
2023-03-25,13121,34,12465,429161638,2532192,407703556,18925889,74578,10.92,13591
2023-03-26,6330,16,6014,429167969,2532208,407709571,18926189,81273,9.54,0
2023-03-27,0,0,0,429167969,2532208,407709571,18926189,0,,0
2023-03-28,18915,49,17969,429186884,2532258,407727540,18927086,176433,9.81,66445
2023-03-29,275,0,261,429187160,2532258,407727802,18927099,3266,6.68,41532
2023-03-30,0,0,0,429187160,2532258,407727802,18927099,0,,8070
2023-03-31,11882,30,11287,429199042,2532289,407739090,18927662,66133,8.51,0
2023-04-01,18750,48,17812,429217792,2532337,407756903,18928551,163864,11.16,10731
2023-04-02,13261,34,12598,429231054,2532372,407769501,18929180,191560,15.8,53290
2023-04-03,8954,23,8507,429240009,2532395,407778009,18929605,102240,15.18,0
2023-04-04,8909,22,8464,429248919,2532418,407786473,18930027,104375,6.9,67703
2023-04-05,10009,25,9509,429258928,2532443,407795982,18930502,113335,7.25,64781
2023-04-06,9349,23,8881,429268277,2532467,407804863,18930946,65349,7.11,83326
2023-04-07,6778,17,6439,429275055,2532484,407811303,18931267,62244,6.7,15397
2023-04-08,5715,14,5430,429280771,2532499,407816733,18931539,71503,14.12,29501
2023-04-09,4710,12,4474,429285482,2532511,407821207,18931762,28325,11.69,70836
2023-04-10,1086,2,1032,429286568,2532514,407822240,18931814,8451,8.55,22493
2023-04-11,3291,8,3126,429289859,2532522,407825366,18931970,25549,10.16,0
2023-04-12,0,0,0,429289859,2532522,407825366,18931970,0,,0
2023-04-13,3893,9,3698,429293753,2532532,407829065,18932155,57639,11.66,12040
2023-04-14,0,0,0,429293753,2532532,407829065,18932155,0,,0
2023-04-15,0,0,0,429293753,2532532,407829065,18932155,0,,0
2023-04-16,4854,12,4612,429298608,2532544,407833677,18932385,32982,15.12,54930
2023-04-17,10780,27,10241,429309389,2532571,407843919,18932897,158551,10.29,0
2023-04-18,8281,20,7867,429317671,2532592,407851787,18933290,50793,9.49,76821
2023-04-19,0,0,0,429317671,2532592,407851787,18933290,0,,56213
2023-04-20,0,0,0,429317671,2532592,407851787,18933290,0,,0
2023-04-21,8026,20,7625,429325697,2532612,407859412,18933672,96681,8.05,27258
2023-04-22,0,0,0,429325697,2532612,407859412,18933672,0,,243
2023-04-23,1972,4,1874,429327670,2532617,407861286,18933765,16700,11.7,61583
2023-04-24,5738,14,5451,429333408,2532631,407866738,18934038,51507,7.81,49215
2023-04-25,0,0,0,429333408,2532631,407866738,18934038,0,,0
2023-04-26,3309,8,3143,429336717,2532640,407869881,18934195,23340,13.14,29439
2023-04-27,0,0,0,429336717,2532640,407869881,18934195,0,,0
2023-04-28,0,0,0,429336717,2532640,407869881,18934195,0,,4213
2023-04-29,4096,10,3891,429340814,2532650,407873773,18934390,32257,7.71,0
2023-04-30,0,0,0,429340814,2532650,407873773,18934390,0,,87474
2023-05-01,4524,11,4298,429345338,2532661,407878072,18934605,66451,9.01,52068
2023-05-02,2141,5,2034,429347480,2532666,407880106,18934707,23631,10.12,0
2023-05-03,4921,12,4675,429352401,2532678,407884781,18934941,28395,15.79,0
2023-05-04,3200,7,3040,429355602,2532686,407887822,18935093,18422,13.13,0
2023-05-05,8826,21,8385,429364428,2532707,407896207,18935513,128109,10.88,21782
2023-05-06,2559,6,2431,429366987,2532714,407898638,18935635,20403,9.1,12066
2023-05-07,0,0,0,429366987,2532714,407898638,18935635,0,,62710
2023-05-08,2405,5,2285,429369393,2532720,407900924,18935749,26442,12.69,39548
2023-05-09,4445,10,4222,429373838,2532730,407905147,18935961,49948,19.74,48529
2023-05-10,1909,4,1813,429375748,2532735,407906961,18936051,21930,10.04,16392
2023-05-11,1806,4,1716,429377555,2532739,407908677,18936137,13864,12.73,0
2023-05-12,0,0,0,429377555,2532739,407908677,18936137,0,,0
2023-05-13,0,0,0,429377555,2532739,407908677,18936137,0,,53049
2023-05-14,0,0,0,429377555,2532739,407908677,18936137,0,,0
2023-05-15,10126,24,9619,429387681,2532764,407918297,18936619,119084,6.94,25196
2023-05-16,0,0,0,429387681,2532764,407918297,18936619,0,,0
2023-05-17,0,0,0,429387681,2532764,407918297,18936619,0,,0
2023-05-18,0,0,0,429387681,2532764,407918297,18936619,0,,0
2023-05-19,5656,13,5373,429393337,2532777,407923670,18936889,43617,8.88,15489
2023-05-20,0,0,0,429393337,2532777,407923670,18936889,0,,0
2023-05-21,7332,17,6965,429400670,2532795,407930636,18937238,100168,11.02,0
2023-05-22,0,0,0,429400670,2532795,407930636,18937238,0,,0
2023-05-23,2406,5,2286,429403076,2532800,407932922,18937353,14581,7.16,55995
2023-05-24,0,0,0,429403076,2532800,407932922,18937353,0,,0
2023-05-25,11661,27,11077,429414737,2532828,407944000,18937908,168470,19.14,72668
2023-05-26,0,0,0,429414737,2532828,407944000,18937908,0,,76467
2023-05-27,2413,5,2292,429417151,2532833,407946293,18938023,33375,9.28,0
2023-05-28,3999,9,3799,429421150,2532843,407950092,18938214,28101,7.19,0
2023-05-29,2867,6,2723,429424017,2532850,407952816,18938350,31182,9.12,0
2023-05-30,0,0,0,429424017,2532850,407952816,18938350,0,,0
2023-05-31,87,0,83,429424105,2532850,407952900,18938355,1034,10.76,0
2023-06-01,926,2,880,429425032,2532852,407953780,18938399,8416,8.0,68948
2023-06-02,0,0,0,429425032,2532852,407953780,18938399,0,,5815
2023-06-03,5472,12,5198,429430504,2532865,407958979,18938660,59260,9.33,19503
2023-06-04,11679,27,11095,429442183,2532892,407970074,18939216,87958,14.69,0
2023-06-05,0,0,0,429442183,2532892,407970074,18939216,0,,0
2023-06-06,0,0,0,429442183,2532892,407970074,18939216,0,,44374
2023-06-07,113,0,107,429442297,2532892,407970182,18939222,1018,13.39,14358
2023-06-08,13430,30,12759,429455728,2532923,407982941,18939862,179947,12.4,0
2023-06-09,0,0,0,429455728,2532923,407982941,18939862,0,,28261
2023-06-10,8685,19,8251,429464414,2532943,407991193,18940277,101837,9.19,81808
2023-06-11,8858,20,8415,429473272,2532963,407999609,18940699,130845,10.79,0
2023-06-12,0,0,0,429473272,2532963,407999609,18940699,0,,3485
2023-06-13,3277,7,3113,429476550,2532971,408002723,18940856,16661,17.19,9646
2023-06-14,8557,19,8129,429485107,2532990,408010852,18941264,79887,17.01,119621
2023-06-15,0,0,0,429485107,2532990,408010852,18941264,0,,0
2023-06-16,0,0,0,429485107,2532990,408010852,18941264,0,,34176
2023-06-17,0,0,0,429485107,2532990,408010852,18941264,0,,0
2023-06-18,0,0,0,429485107,2532990,408010852,18941264,0,,28352
2023-06-19,0,0,0,429485107,2532990,408010852,18941264,0,,0
2023-06-20,0,0,0,429485107,2532990,408010852,18941264,0,,0
2023-06-21,479,1,455,429485586,2532991,408011307,18941287,5862,19.46,35583
2023-06-22,0,0,0,429485586,2532991,408011307,18941287,0,,155657
2023-06-23,1452,3,1379,429487039,2532995,408012687,18941356,15822,8.56,40413
2023-06-24,0,0,0,429487039,2532995,408012687,18941356,0,,0
2023-06-25,1914,4,1818,429488953,2532999,408014505,18941448,21779,6.98,0
2023-06-26,4416,9,4195,429493370,2533009,408018701,18941659,32772,19.23,0
2023-06-27,0,0,0,429493370,2533009,408018701,18941659,0,,0
2023-06-28,2098,4,1993,429495468,2533013,408020695,18941759,12410,7.21,0
2023-06-29,6356,14,6039,429501825,2533028,408026734,18942063,44451,10.43,36651
2023-06-30,0,0,0,429501825,2533028,408026734,18942063,0,,0
2023-07-01,8563,19,8134,429510388,2533047,408034869,18942472,106072,8.6,52433
2023-07-02,2286,5,2172,429512675,2533052,408037041,18942581,11747,8.48,24397
2023-07-03,0,0,0,429512675,2533052,408037041,18942581,0,,0
2023-07-04,0,0,0,429512675,2533052,408037041,18942581,0,,0
2023-07-05,2959,6,2811,429515634,2533058,408039852,18942723,22810,8.2,79924
2023-07-06,540,1,513,429516174,2533059,408040366,18942748,4040,12.7,36685
2023-07-07,2847,6,2704,429519022,2533066,408043071,18942884,16016,7.25,446
2023-07-08,0,0,0,429519022,2533066,408043071,18942884,0,,0
2023-07-09,987,2,937,429520009,2533068,408044008,18942932,12168,13.68,3837
2023-07-10,0,0,0,429520009,2533068,408044008,18942932,0,,0
2023-07-11,0,0,0,429520009,2533068,408044008,18942932,0,,0
2023-07-12,0,0,0,429520009,2533068,408044008,18942932,0,,102115
2023-07-13,0,0,0,429520009,2533068,408044008,18942932,0,,7772
2023-07-14,6292,13,5977,429526301,2533081,408049986,18943233,84222,7.36,19913
2023-07-15,5563,12,5285,429531865,2533094,408055271,18943499,72607,10.0,0
2023-07-16,3147,6,2990,429535012,2533100,408058262,18943649,41644,8.51,0
2023-07-17,0,0,0,429535012,2533100,408058262,18943649,0,,0
2023-07-18,0,0,0,429535012,2533100,408058262,18943649,0,,0
2023-07-19,6154,13,5846,429541167,2533114,408064108,18943944,43098,7.94,113859
2023-07-20,793,1,753,429541960,2533115,408064862,18943982,8861,12.31,0
2023-07-21,11677,25,11093,429553638,2533140,408075956,18944541,145140,10.98,0
2023-07-22,2043,4,1941,429555682,2533145,408077898,18944638,25302,14.09,0
2023-07-23,1034,2,982,429556716,2533147,408078880,18944688,10563,6.77,64408
2023-07-24,0,0,0,429556716,2533147,408078880,18944688,0,,729
2023-07-25,734,1,698,429557451,2533149,408079579,18944723,6402,6.97,0
2023-07-26,0,0,0,429557451,2533149,408079579,18944723,0,,62720
2023-07-27,3601,7,3421,429561053,2533156,408083000,18944895,39059,7.8,36553
2023-07-28,4841,10,4599,429565895,2533166,408087600,18945127,50275,7.9,26925
2023-07-29,0,0,0,429565895,2533166,408087600,18945127,0,,35790
2023-07-30,0,0,0,429565895,2533166,408087600,18945127,0,,119721
2023-07-31,0,0,0,429565895,2533166,408087600,18945127,0,,109258
2023-08-01,2588,5,2458,429568483,2533172,408090059,18945251,30191,15.85,0
2023-08-02,0,0,0,429568483,2533172,408090059,18945251,0,,81197
2023-08-03,0,0,0,429568483,2533172,408090059,18945251,0,,19161
2023-08-04,1984,4,1885,429570468,2533176,408091944,18945346,22432,9.3,24957
2023-08-05,12504,26,11879,429582973,2533202,408103824,18945945,93584,14.15,0
2023-08-06,7,0,7,429582980,2533202,408103831,18945946,91,9.96,0
2023-08-07,4228,8,4017,429587209,2533211,408107848,18946148,39224,12.31,0
2023-08-08,443,0,421,429587652,2533212,408108270,18946170,4181,10.78,41405
2023-08-09,0,0,0,429587652,2533212,408108270,18946170,0,,53556
2023-08-10,4626,9,4395,429592279,2533222,408112665,18946391,66451,8.03,0
2023-08-11,0,0,0,429592279,2533222,408112665,18946391,0,,0
2023-08-12,1365,2,1297,429593644,2533224,408113962,18946457,18086,11.05,56095
2023-08-13,1635,3,1553,429595280,2533228,408115516,18946535,12959,13.0,0
2023-08-14,0,0,0,429595280,2533228,408115516,18946535,0,,36455
2023-08-15,4984,10,4735,429600265,2533238,408120251,18946774,26015,7.79,17560
2023-08-16,0,0,0,429600265,2533238,408120251,18946774,0,,17084
2023-08-17,0,0,0,429600265,2533238,408120251,18946774,0,,0
2023-08-18,2703,5,2568,429602968,2533244,408122820,18946904,15036,7.99,0
2023-08-19,0,0,0,429602968,2533244,408122820,18946904,0,,0
2023-08-20,159,0,151,429603128,2533244,408122972,18946911,2282,7.43,35469
2023-08-21,0,0,0,429603128,2533244,408122972,18946911,0,,974
2023-08-22,5446,11,5174,429608575,2533255,408128146,18947173,68870,6.87,0
2023-08-23,2389,4,2270,429610965,2533260,408130416,18947287,21740,11.41,0
2023-08-24,0,0,0,429610965,2533260,408130416,18947287,0,,0
2023-08-25,4103,8,3898,429615068,2533268,408134315,18947484,31197,17.78,52346
2023-08-26,6965,14,6616,429622033,2533282,408140932,18947818,45934,10.14,0
2023-08-27,2802,5,2662,429624836,2533288,408143594,18947953,18508,16.42,0
2023-08-28,64,0,61,429624900,2533288,408143655,18947956,367,13.36,37183
2023-08-29,0,0,0,429624900,2533288,408143655,18947956,0,,0
2023-08-30,0,0,0,429624900,2533288,408143655,18947956,0,,1570
2023-08-31,0,0,0,429624900,2533288,408143655,18947956,0,,80379
2023-09-01,0,0,0,429624900,2533288,408143655,18947956,0,,0
2023-09-02,0,0,0,429624900,2533288,408143655,18947956,0,,14460
2023-09-03,292,0,277,429625193,2533289,408143933,18947970,1786,7.37,0
2023-09-04,2657,5,2524,429627850,2533294,408146458,18948098,20971,7.91,0
2023-09-05,0,0,0,429627850,2533294,408146458,18948098,0,,30477
2023-09-06,2440,4,2318,429630291,2533299,408148776,18948215,18302,8.4,0
2023-09-07,329,0,313,429630621,2533299,408149090,18948231,3348,6.92,10043
2023-09-08,0,0,0,429630621,2533299,408149090,18948231,0,,5040
2023-09-09,0,0,0,429630621,2533299,408149090,18948231,0,,2065
2023-09-10,0,0,0,429630621,2533299,408149090,18948231,0,,51858
2023-09-11,0,0,0,429630621,2533299,408149090,18948231,0,,16722
2023-09-12,3005,5,2855,429633626,2533305,408151945,18948375,38749,9.9,73904
2023-09-13,7659,15,7276,429641285,2533320,408159221,18948743,61871,16.13,0
2023-09-14,6099,11,5794,429647385,2533332,408165015,18949036,86227,12.31,6796
2023-09-15,0,0,0,429647385,2533332,408165015,18949036,0,,4223
2023-09-16,7458,14,7085,429654843,2533347,408172101,18949394,61661,7.35,0
2023-09-17,747,1,710,429655591,2533348,408172811,18949430,6389,15.69,47815
2023-09-18,0,0,0,429655591,2533348,408172811,18949430,0,,116234
2023-09-19,0,0,0,429655591,2533348,408172811,18949430,0,,0
2023-09-20,0,0,0,429655591,2533348,408172811,18949430,0,,25251
2023-09-21,0,0,0,429655591,2533348,408172811,18949430,0,,4226
2023-09-22,855,1,812,429656446,2533350,408173624,18949471,7637,7.62,0
2023-09-23,806,1,765,429657252,2533352,408174390,18949510,8491,6.92,0
2023-09-24,18,0,17,429657271,2533352,408174407,18949511,183,12.3,0
2023-09-25,2187,4,2078,429659458,2533356,408176485,18949616,15178,7.36,0
2023-09-26,5955,11,5658,429665414,2533367,408182143,18949903,80930,15.83,85205
2023-09-27,4750,9,4512,429670164,2533376,408186656,18950131,55908,8.3,0
2023-09-28,0,0,0,429670164,2533376,408186656,18950131,0,,0
2023-09-29,0,0,0,429670164,2533376,408186656,18950131,0,,44458
2023-09-30,4673,8,4440,429674838,2533385,408191096,18950356,58345,13.29,0
2023-10-01,0,0,0,429674838,2533385,408191096,18950356,0,,0
2023-10-02,0,0,0,429674838,2533385,408191096,18950356,0,,3403
2023-10-03,0,0,0,429674838,2533385,408191096,18950356,0,,51438
2023-10-04,0,0,0,429674838,2533385,408191096,18950356,0,,25084
2023-10-05,2708,5,2573,429677547,2533390,408193670,18950486,18400,10.25,12416
2023-10-06,3797,7,3607,429681345,2533397,408197277,18950669,45338,7.41,3906
2023-10-07,0,0,0,429681345,2533397,408197277,18950669,0,,20012
2023-10-08,0,0,0,429681345,2533397,408197277,18950669,0,,10082
2023-10-09,0,0,0,429681345,2533397,408197277,18950669,0,,0
2023-10-10,1960,3,1862,429683305,2533401,408199140,18950763,9840,9.53,2304
2023-10-11,0,0,0,429683305,2533401,408199140,18950763,0,,0
2023-10-12,917,1,872,429684223,2533403,408200012,18950807,11312,8.19,4054
2023-10-13,0,0,0,429684223,2533403,408200012,18950807,0,,0
2023-10-14,2897,5,2752,429687120,2533408,408202764,18950947,19162,9.06,126969
2023-10-15,598,1,568,429687719,2533409,408203333,18950976,3494,10.41,0
